moyenne,mediane,ecartType,variance,symetrie,kurtosis,harmonique,appareil
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
0.016,0.010,0.017,0.000,-0.845,-0.077,0.434,LaundryDrier
0.018,0.011,0.018,0.000,-1.251,-0.062,0.046,LaundryDrier
0.007,0.000,0.014,0.000,1.359,0.269,0.292,LaundryDrier
-0.000,-0.000,0.000,-0.000,-0.089,-0.017,-0.009,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
0.000,-0.000,0.000,-0.000,-0.777,-0.077,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.000,-0.000,0.977,0.153,-0.014,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
0.000,-0.000,0.000,-0.000,-0.763,-0.075,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.000,-0.000,2.292,0.702,-0.015,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
0.000,-0.000,0.000,-0.000,-0.152,0.014,-0.007,LaundryDrier
-0.001,-0.000,-0.001,-0.000,3.563,1.324,-0.017,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.416,0.089,-0.011,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.302,0.011,-0.012,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.974,0.152,-0.014,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.974,0.152,-0.014,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.000,-0.000,-0.000,-0.000,-0.271,-0.003,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.000,-0.000,0.000,-0.000,-0.161,-0.049,-0.011,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.000,-0.000,1.283,0.284,-0.014,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.000,-0.000,0.974,0.152,-0.014,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,0.974,0.152,-0.016,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.770,0.101,-0.014,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.001,-0.000,3.289,1.152,-0.017,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.896,0.165,-0.013,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.001,-0.000,4.302,1.839,-0.017,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.557,0.058,-0.013,LaundryDrier
-0.001,-0.000,-0.000,-0.000,1.743,0.398,-0.015,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.096,0.015,-0.010,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.794,-0.253,-0.018,LaundryDrier
0.011,0.010,0.020,0.000,-4.962,2.187,0.150,LaundryDrier
0.010,0.010,0.029,0.000,-3.161,0.828,0.139,LaundryDrier
0.011,0.010,0.025,0.000,-4.005,1.361,0.134,LaundryDrier
0.011,0.010,0.023,0.000,-4.324,1.610,0.154,LaundryDrier
0.011,0.010,0.022,0.000,-4.389,1.687,0.223,LaundryDrier
-0.000,-0.000,-0.001,-0.000,0.103,0.309,0.104,LaundryDrier
0.006,0.000,0.047,0.000,-0.081,-0.028,0.118,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,1.226,0.152,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,1.640,0.275,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,1.902,0.427,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,1.330,0.207,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,1.271,0.207,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,1.640,0.275,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,1.226,0.152,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,0.363,0.047,-0.006,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,1.640,0.275,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,1.226,0.152,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,2.281,0.532,-0.008,LaundryDrier
-0.000,-0.000,-0.001,-0.000,2.560,0.666,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.307,-0.005,-0.005,LaundryDrier
-0.000,-0.000,0.001,-0.000,2.125,0.523,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.490,0.045,-0.007,LaundryDrier
-0.000,0.000,0.000,-0.000,-1.534,0.151,-0.002,LaundryDrier
-0.000,0.000,0.001,-0.000,-1.242,0.132,-0.001,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,-0.564,0.031,-0.002,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.000,-0.000,-0.000,-0.000,1.986,0.404,-0.008,LaundryDrier
-0.000,-0.000,-0.000,-0.000,2.289,0.534,-0.008,LaundryDrier
-0.000,-0.000,-0.000,-0.000,1.986,0.404,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,0.331,0.054,-0.005,LaundryDrier
-0.000,-0.000,0.001,-0.000,1.111,0.207,-0.006,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.159,-0.163,-0.008,LaundryDrier
-0.000,0.000,0.001,-0.000,0.134,0.102,0.000,LaundryDrier
