moyenne,mediane,ecartType,variance,symetrie,kurtosis,harmonique,appareil
0.025,0.026,0.083,-0.000,-0.230,0.003,0.024,Refrigerator
0.026,0.026,0.084,-0.000,-0.278,0.004,0.023,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
0.027,0.027,-0.008,-0.001,0.034,-0.001,0.029,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.010,-0.009,0.065,-0.000,-0.039,-0.001,-0.012,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.011,-0.012,0.095,-0.000,-0.005,-0.001,-0.013,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
0.028,0.029,0.055,-0.000,0.050,-0.001,0.030,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
0.028,0.028,0.007,-0.001,0.035,-0.001,0.030,Refrigerator
0.009,0.009,-0.075,-0.002,0.055,-0.008,0.012,Refrigerator
0.013,0.013,0.266,0.007,0.358,0.030,0.016,Refrigerator
0.014,0.014,-0.053,-0.002,0.049,-0.009,0.017,Refrigerator
0.015,0.014,0.536,0.023,0.327,0.022,0.018,Refrigerator
-0.026,-0.027,-0.121,-0.002,0.023,-0.010,-0.027,Refrigerator
0.015,0.015,0.051,-0.000,-0.187,0.011,0.018,Refrigerator
0.015,0.015,-0.043,-0.002,0.064,-0.009,0.019,Refrigerator
0.015,0.015,0.084,0.000,-0.199,0.011,0.007,Refrigerator
0.015,0.015,-0.028,-0.002,0.072,-0.009,0.019,Refrigerator
-0.024,-0.023,0.020,-0.001,0.017,-0.010,-0.026,Refrigerator
0.015,0.015,-0.043,-0.002,0.050,-0.009,0.019,Refrigerator
-0.026,-0.027,-0.121,-0.002,0.023,-0.010,-0.027,Refrigerator
-0.026,-0.027,-0.121,-0.002,0.023,-0.010,-0.027,Refrigerator
-0.026,-0.027,-0.121,-0.002,0.023,-0.010,-0.027,Refrigerator
0.014,0.014,0.040,-0.001,-0.219,0.019,0.010,Refrigerator
-0.026,-0.027,-0.121,-0.002,0.023,-0.010,-0.027,Refrigerator
0.013,0.014,0.075,0.000,-0.179,0.010,0.007,Refrigerator
0.014,0.014,-0.046,-0.002,0.045,-0.009,0.018,Refrigerator
0.014,0.015,-0.036,-0.002,0.050,-0.009,0.018,Refrigerator
-0.026,-0.027,-0.121,-0.002,0.023,-0.010,-0.027,Refrigerator
0.014,0.014,0.058,-0.000,-0.230,0.017,0.009,Refrigerator
0.014,0.014,0.043,-0.001,-0.235,0.020,0.010,Refrigerator
-0.026,-0.027,-0.121,-0.002,0.023,-0.010,-0.027,Refrigerator
-0.067,-0.067,-0.040,-0.001,-0.056,-0.004,-0.058,Refrigerator
0.010,0.010,-0.039,-0.001,-0.023,-0.004,0.017,Refrigerator
0.011,0.011,-0.048,-0.001,-0.035,-0.004,0.018,Refrigerator
0.013,0.011,0.197,0.005,0.182,0.008,0.004,Refrigerator
0.012,0.013,-0.053,-0.001,-0.016,-0.004,0.019,Refrigerator
0.009,0.008,0.060,0.001,0.233,0.017,0.008,Refrigerator
0.009,0.010,-0.047,-0.001,-0.027,-0.004,0.016,Refrigerator
0.010,0.011,-0.009,-0.001,-0.143,-0.000,-0.004,Refrigerator
0.012,0.013,-0.049,-0.001,-0.016,-0.004,0.019,Refrigerator
0.011,0.011,-0.027,-0.001,-0.157,0.002,0.006,Refrigerator
0.009,0.008,-0.043,-0.001,-0.027,-0.004,0.016,Refrigerator
-0.077,-0.079,-0.074,-0.001,-0.032,-0.005,-0.062,Refrigerator
0.011,0.010,0.157,0.004,0.245,0.016,0.017,Refrigerator
0.011,0.011,-0.049,-0.001,-0.026,-0.004,0.018,Refrigerator
0.016,0.019,0.061,0.001,-0.103,-0.003,-0.034,Refrigerator
-3.816,-1.875,-0.083,-0.002,-0.080,-0.003,-0.788,Refrigerator
0.514,0.682,-0.066,-0.002,-0.059,-0.003,0.475,Refrigerator
0.095,0.682,0.106,0.003,0.141,0.007,-2.419,Refrigerator
-1.266,0.682,-0.074,-0.002,-0.078,-0.003,-0.041,Refrigerator
-0.140,-1.875,-0.064,-0.002,-0.014,-0.001,0.287,Refrigerator
1.608,0.682,0.164,0.006,0.133,0.006,0.010,Refrigerator
-0.296,0.682,-0.074,-0.002,-0.080,-0.003,0.258,Refrigerator
-1.040,-1.875,-0.074,-0.002,-0.077,-0.003,0.026,Refrigerator
1.120,0.682,0.161,0.006,0.131,0.005,0.120,Refrigerator
0.853,0.682,-0.074,-0.002,-0.081,-0.003,0.612,Refrigerator
-0.129,0.682,-0.066,-0.002,-0.072,-0.003,0.263,Refrigerator
-0.447,0.682,-0.073,-0.002,-0.080,-0.003,0.202,Refrigerator
0.758,-1.875,0.148,0.005,0.151,0.007,0.116,Refrigerator
1.093,0.682,-0.073,-0.002,-0.081,-0.003,0.681,Refrigerator
1.094,0.682,0.141,0.004,0.146,0.007,0.196,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.034,0.034,-0.006,-0.001,-0.020,-0.002,0.035,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.033,0.032,0.279,0.008,0.385,0.020,0.033,Refrigerator
-0.008,-0.008,-0.050,-0.002,-0.022,-0.002,-0.008,Refrigerator
0.032,0.032,0.011,-0.001,-0.033,-0.002,0.033,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.007,-0.007,-0.048,-0.002,-0.043,-0.002,-0.007,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.031,0.031,0.334,0.011,0.365,0.017,0.032,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.031,0.031,-0.010,-0.001,-0.031,-0.002,0.032,Refrigerator
0.031,0.032,-0.010,-0.001,-0.028,-0.002,0.033,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.032,0.032,0.411,0.016,0.287,0.010,0.033,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.032,0.032,-0.010,-0.001,-0.026,-0.002,0.033,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.032,0.033,0.039,-0.001,-0.229,0.004,0.027,Refrigerator
-0.012,-0.013,0.023,-0.001,-0.022,-0.002,-0.013,Refrigerator
0.032,0.032,0.155,0.002,0.273,0.010,0.033,Refrigerator
-0.011,-0.013,0.034,-0.001,-0.034,-0.002,-0.013,Refrigerator
-0.011,-0.013,0.042,-0.001,-0.033,-0.002,-0.013,Refrigerator
0.031,0.031,0.306,0.009,0.354,0.016,0.032,Refrigerator
0.031,0.031,0.004,-0.001,-0.034,-0.002,0.032,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.032,0.032,0.440,0.019,0.284,0.010,0.033,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.011,-0.013,0.034,-0.001,-0.034,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.032,0.032,0.027,-0.001,0.143,0.003,0.033,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
0.032,0.032,0.031,-0.001,-0.226,0.004,0.031,Refrigerator
-0.013,-0.013,-0.064,-0.002,-0.040,-0.002,-0.013,Refrigerator
-0.461,-1.083,0.144,0.004,0.125,0.007,-2.301,Refrigerator
2.463,0.929,0.173,0.006,0.113,0.005,0.256,Refrigerator
-0.079,0.929,-0.081,-0.002,-0.116,-0.004,0.047,Refrigerator
-2.588,-1.083,-0.091,-0.003,-0.082,-0.004,-0.023,Refrigerator
0.251,-1.083,0.112,0.003,0.118,0.006,0.054,Refrigerator
3.701,0.929,0.204,0.008,0.111,0.005,0.375,Refrigerator
1.678,0.929,-0.088,-0.003,-0.083,-0.004,0.621,Refrigerator
-2.438,-1.083,-0.086,-0.003,-0.094,-0.004,-0.061,Refrigerator
-1.064,0.929,-0.091,-0.003,-0.082,-0.004,0.213,Refrigerator
-1.805,-1.083,-0.088,-0.003,-0.083,-0.004,0.082,Refrigerator
0.363,0.929,-0.017,-0.001,0.082,0.004,0.291,Refrigerator
-0.457,-1.083,0.003,-0.001,0.077,0.003,-0.010,Refrigerator
0.436,0.929,-0.094,-0.003,-0.085,-0.004,0.457,Refrigerator
3.948,0.836,0.218,0.007,0.123,0.006,0.385,Refrigerator
0.964,0.836,-0.097,-0.004,-0.056,-0.005,0.402,Refrigerator
3.065,0.836,0.084,0.001,0.135,0.008,0.468,Refrigerator
0.701,0.836,-0.117,-0.004,-0.048,-0.004,0.418,Refrigerator
-0.586,0.836,-0.120,-0.004,-0.073,-0.005,0.289,Refrigerator
-1.013,-1.579,-0.112,-0.004,-0.085,-0.005,0.210,Refrigerator
-1.464,0.836,-0.110,-0.004,-0.082,-0.005,0.166,Refrigerator
0.134,0.836,-0.117,-0.004,-0.072,-0.005,0.354,Refrigerator
-2.730,0.836,-0.093,-0.003,-0.119,-0.003,-1.902,Refrigerator
2.199,-0.371,0.380,0.017,0.171,0.011,0.143,Refrigerator
0.407,-1.579,0.209,0.007,0.142,0.008,0.039,Refrigerator
-2.748,-1.579,-0.026,-0.002,0.089,0.004,0.009,Refrigerator
-2.877,-1.579,-0.100,-0.004,-0.126,-0.003,-0.980,Refrigerator
0.002,0.012,0.148,0.003,-0.035,-0.004,-0.015,Refrigerator
-0.023,-0.025,-0.039,-0.001,-0.017,-0.004,-0.018,Refrigerator
-0.021,-0.021,-0.044,-0.001,-0.047,-0.004,-0.016,Refrigerator
0.022,0.019,-0.042,-0.001,0.017,-0.003,0.029,Refrigerator
-0.022,-0.021,-0.042,-0.001,-0.044,-0.004,-0.017,Refrigerator
0.021,0.018,0.033,0.000,0.277,0.017,0.028,Refrigerator
0.021,0.018,-0.013,-0.000,-0.152,0.000,0.010,Refrigerator
0.070,0.077,0.140,0.001,-0.227,-0.001,0.029,Refrigerator
0.064,0.064,-0.015,-0.001,0.054,-0.002,0.082,Refrigerator
0.122,0.086,0.426,0.014,-0.027,-0.003,0.117,Refrigerator
0.065,0.064,-0.002,-0.001,-0.156,0.001,0.082,Refrigerator
0.081,0.082,-0.027,-0.001,-0.233,0.001,0.103,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.065,0.064,0.003,-0.001,-0.309,0.004,0.077,Refrigerator
0.110,0.082,0.389,0.011,-0.006,-0.003,0.109,Refrigerator
0.025,0.027,-0.043,-0.001,-0.050,-0.003,0.035,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.003,-0.004,0.170,0.002,-0.030,-0.003,-0.026,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.066,0.064,0.007,-0.001,0.182,-0.000,0.084,Refrigerator
0.083,0.082,0.473,0.017,0.913,0.027,0.101,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.008,0.017,0.131,0.001,-0.084,-0.003,-0.019,Refrigerator
0.013,0.023,0.090,0.000,-0.126,-0.002,-0.010,Refrigerator
0.066,0.064,-0.007,-0.001,-0.153,0.001,0.083,Refrigerator
0.082,0.082,-0.034,-0.001,0.037,-0.001,0.103,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.081,0.073,0.289,0.006,0.623,0.025,0.093,Refrigerator
0.014,0.023,0.102,0.000,-0.125,-0.002,-0.011,Refrigerator
0.016,0.023,0.098,0.000,-0.144,-0.002,-0.011,Refrigerator
0.065,0.064,-0.003,-0.001,0.018,0.000,0.083,Refrigerator
0.083,0.082,0.028,-0.001,0.600,0.024,0.103,Refrigerator
0.065,0.064,-0.007,-0.001,-0.169,0.002,0.083,Refrigerator
0.075,0.069,0.275,0.006,1.395,0.080,0.091,Refrigerator
0.019,0.027,0.080,-0.000,-0.154,-0.002,-0.002,Refrigerator
0.014,0.023,0.100,0.000,-0.116,-0.002,-0.008,Refrigerator
0.132,0.180,0.593,0.026,0.262,0.007,0.121,Refrigerator
0.022,0.023,-0.017,-0.001,-0.100,-0.002,0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.066,0.064,-0.012,-0.001,-0.100,0.000,0.083,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.086,0.082,0.578,0.025,0.925,0.028,0.093,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.064,0.064,0.005,-0.001,-0.338,0.004,0.079,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.074,0.073,0.043,-0.001,0.038,-0.001,0.091,Refrigerator
-0.030,-0.030,-0.062,-0.001,-0.031,-0.003,-0.031,Refrigerator
0.079,0.082,0.044,-0.001,-0.466,0.005,0.071,Refrigerator
-0.382,-1.010,0.010,-0.001,0.107,0.005,-0.330,Refrigerator
-0.257,0.072,-0.099,-0.003,-0.110,-0.005,-0.096,Refrigerator
-0.142,0.072,-0.064,-0.003,-0.074,-0.003,-0.325,Refrigerator
-0.279,0.072,-0.029,-0.002,0.051,0.001,-0.204,Refrigerator
0.347,0.072,0.327,0.013,0.165,0.008,-0.045,Refrigerator
-0.581,-1.010,-0.097,-0.003,-0.104,-0.005,-0.381,Refrigerator
-0.552,0.072,-0.101,-0.003,-0.111,-0.005,-0.348,Refrigerator
0.019,0.072,-0.093,-0.003,-0.109,-0.005,0.131,Refrigerator
-0.377,-1.010,0.133,0.003,0.162,0.008,-0.456,Refrigerator
-0.124,0.072,0.138,0.003,0.139,0.006,-0.249,Refrigerator
0.243,0.072,0.262,0.009,0.169,0.008,-0.045,Refrigerator
-0.250,0.072,-0.097,-0.003,-0.110,-0.005,-0.094,Refrigerator
-0.178,0.072,-0.081,-0.003,-0.077,-0.004,-0.061,Refrigerator
-0.005,0.072,-0.062,-0.002,0.005,-0.001,0.079,Refrigerator
2.517,2.236,-0.148,-0.003,-0.104,-0.005,2.425,Refrigerator
0.014,0.014,-0.033,-0.001,0.027,-0.011,0.019,Refrigerator
0.014,0.015,-0.018,-0.001,-0.171,0.009,0.019,Refrigerator
0.014,0.015,-0.033,-0.001,0.042,-0.011,0.020,Refrigerator
0.016,0.015,0.173,0.004,0.282,0.027,0.020,Refrigerator
0.015,0.015,-0.033,-0.001,0.041,-0.011,0.020,Refrigerator
0.014,0.015,0.006,-0.000,-0.171,0.005,0.009,Refrigerator
0.016,0.015,0.217,0.006,0.257,0.022,0.008,Refrigerator
-0.026,-0.027,-0.051,-0.001,0.000,-0.012,-0.027,Refrigerator
0.015,0.015,-0.029,-0.001,0.036,-0.011,0.020,Refrigerator
0.015,0.015,0.098,0.001,0.295,0.031,0.020,Refrigerator
-0.026,-0.027,-0.051,-0.001,0.000,-0.012,-0.027,Refrigerator
-0.026,-0.027,-0.051,-0.001,0.000,-0.012,-0.027,Refrigerator
0.014,0.015,-0.024,-0.001,-0.129,0.005,0.020,Refrigerator
-0.021,-0.022,-0.046,-0.001,0.004,-0.012,-0.021,Refrigerator
0.013,0.013,-0.026,-0.001,-0.060,-0.004,0.018,Refrigerator
0.012,0.013,0.005,-0.000,-0.175,0.005,0.004,Refrigerator
0.013,0.013,0.020,-0.000,-0.153,0.000,-0.003,Refrigerator
-0.026,-0.027,-0.051,-0.001,0.000,-0.012,-0.027,Refrigerator
0.013,0.014,-0.005,-0.000,-0.220,0.016,0.008,Refrigerator
-0.026,-0.027,-0.051,-0.001,0.000,-0.012,-0.027,Refrigerator
-0.021,-0.021,-0.047,-0.001,-0.024,-0.012,-0.021,Refrigerator
0.014,0.014,0.119,0.002,0.276,0.028,0.010,Refrigerator
-0.026,-0.027,-0.051,-0.001,0.000,-0.012,-0.027,Refrigerator
-0.024,-0.024,-0.014,-0.001,0.000,-0.012,-0.026,Refrigerator
0.013,0.014,-0.020,-0.001,-0.156,0.009,0.018,Refrigerator
0.009,0.009,-0.064,-0.001,-0.059,-0.007,0.011,Refrigerator
-0.034,-0.034,-0.075,-0.001,-0.046,-0.007,-0.034,Refrigerator
0.011,0.012,0.011,-0.001,-0.195,0.002,0.000,Refrigerator
0.013,0.012,0.275,0.009,0.205,0.015,0.015,Refrigerator
0.012,0.013,-0.004,-0.001,-0.232,0.007,0.004,Refrigerator
0.012,0.013,-0.047,-0.001,-0.016,-0.007,0.015,Refrigerator
0.013,0.013,-0.045,-0.001,-0.018,-0.007,0.016,Refrigerator
-0.034,-0.034,-0.075,-0.001,-0.046,-0.007,-0.034,Refrigerator
0.012,0.013,-0.042,-0.001,-0.007,-0.007,0.015,Refrigerator
-0.033,-0.034,-0.025,-0.001,-0.020,-0.007,-0.034,Refrigerator
0.013,0.013,0.074,0.001,0.193,0.014,0.015,Refrigerator
0.013,0.013,-0.046,-0.001,-0.012,-0.007,0.015,Refrigerator
-0.034,-0.034,-0.075,-0.001,-0.046,-0.007,-0.034,Refrigerator
0.014,0.014,0.138,0.003,0.201,0.015,0.016,Refrigerator
0.013,0.014,-0.047,-0.001,-0.021,-0.007,0.016,Refrigerator
-0.034,-0.034,-0.075,-0.001,-0.046,-0.007,-0.034,Refrigerator
-0.029,-0.029,-0.059,-0.001,-0.063,-0.007,-0.029,Refrigerator
0.013,0.013,0.066,0.001,0.219,0.019,0.015,Refrigerator
0.013,0.013,0.006,-0.001,-0.200,0.003,0.003,Refrigerator
0.012,0.012,-0.041,-0.001,-0.009,-0.007,0.015,Refrigerator
0.013,0.013,0.184,0.004,0.243,0.023,0.015,Refrigerator
0.011,0.011,-0.034,-0.001,-0.026,-0.007,0.014,Refrigerator
0.020,0.022,-0.097,-0.004,-0.120,-0.005,0.021,Refrigerator
0.018,0.014,-0.087,-0.003,-0.034,-0.003,0.018,Refrigerator
-0.236,-0.238,-0.211,-0.005,-0.117,-0.005,-0.238,Refrigerator
0.021,0.022,0.080,0.001,0.098,0.004,0.021,Refrigerator
0.012,0.014,-0.110,-0.004,-0.103,-0.005,0.013,Refrigerator
0.019,0.022,0.220,0.008,0.124,0.006,0.017,Refrigerator
0.018,0.014,0.387,0.018,0.169,0.009,0.016,Refrigerator
0.015,0.014,-0.116,-0.004,-0.103,-0.005,0.016,Refrigerator
0.018,0.022,0.044,-0.000,0.096,0.004,0.018,Refrigerator
0.015,0.014,-0.019,-0.002,0.067,0.003,0.016,Refrigerator
0.014,0.014,-0.119,-0.004,-0.100,-0.005,0.015,Refrigerator
0.017,0.022,-0.114,-0.004,-0.104,-0.005,0.018,Refrigerator
0.017,0.014,0.170,0.005,0.138,0.007,0.016,Refrigerator
0.015,0.014,-0.112,-0.004,-0.103,-0.005,0.016,Refrigerator
0.017,0.022,0.082,0.001,0.092,0.003,0.017,Refrigerator
